title,authors,year,date,venue,type,screen_decision,relevance_score,citations,screen_note,url,doi,abstract,source_index
More Than Catastrophic Forgetting: Integrating General Capabilities For Domain-Specific LLMs,"Chengyuan Liu, Yangyang Kang, Shihang Wang, Lizhi Qing, Fubang Zhao, Chao Wu, Changlong Sun, Kun Kuang",2024,2024-01-01,,conference-paper,Include,17,6,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2024.emnlp-main.429,https://doi.org/10.18653/v1/2024.emnlp-main.429,"Chengyuan Liu, Yangyang Kang, Shihang Wang, Lizhi Qing, Fubang Zhao, Chao Wu, Changlong Sun, Kun Kuang, Fei Wu. Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing. 2024.",OpenAlex
LoRA ensembles for large language model fine-tuning,"Xi Wang, Laurence Aitchison, Maja Rudolph",2023,2023-09-29,arXiv (Cornell University),preprint,Include,17,6,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2310.00035,https://doi.org/10.48550/arxiv.2310.00035,"Finetuned LLMs often exhibit poor uncertainty quantification, manifesting as overconfidence, poor calibration, and unreliable prediction results on test data or out-of-distribution samples. One approach commonly used in vision for alleviating this issue is a deep ensemble, which constructs an ensemble by training the same model multiple times using different random initializations. However, there is a huge challenge to ensembling LLMs: the most effective LLMs are very, very large. Keeping a single LLM in memory is already challenging enough: keeping an ensemble of e.g. 5 LLMs in memory is impossible in many settings. To address these issues, we propose an ensemble approach using Low-Rank Adapters (LoRA), a parameter-efficient fine-tuning technique. Critically, these low-rank adapters represent a very small number of parameters, orders of magnitude less than the underlying pre-trained model. Thus, it is possible to construct large ensembles of LoRA adapters with almost the same computational overhead as using the original model. We find that LoRA ensembles, applied on its own or on top of pre-existing regularization techniques, gives consistent improvements in predictive accuracy and uncertainty quantification.",OpenAlex
ELDER: Enhancing Lifelong Model Editing with Mixture-of-LoRA,"Jiaang Li, Quan Wang, Zhong-Nan Wang, Yongdong Zhang, Zhendong Mao",2025,2025-04-11,Proceedings of the AAAI Conference on Artificial Intelligence,conference-paper,Include,17,4,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1609/aaai.v39i23.34622,https://doi.org/10.1609/aaai.v39i23.34622,"Large language models (LLMs) require model editing to efficiently update specific knowledge within them and avoid factual errors. Most model editing methods are solely designed for single-time use and result in a significant forgetting effect in lifelong editing scenarios, where sequential edits are conducted over time. Previous approaches manage sequential edits by freezing original parameters and discretely allocating new parameters for each knowledge update. However, these methods lack robustness to minor input variations due to the discrete mapping between data and parameters. To overcome this challenge, we propose ELDER, a novel approach to create a continuous association between data and adapters. ELDER integrates multiple LoRAs through a router network and is trained to establish a smooth data-adapter association, thereby enhancing the edit robustness and generalization of semantically equivalent inputs. To ensure inputs containing the same knowledge will be processed by the same LoRAs, we design a novel loss to guide the model link LoRA allocations with edit knowledge. Furthermore, we propose a deferral mechanism to retain the original LLM capabilities post-edit. Extensive experiments on GPT-2 XL and LLaMA2-7B demonstrate that ELDER effectively edits models in the lifelong setting, outperforming eight baselines while exhibiting strong scalability and preserving LLMs' general abilities on downstream tasks.",OpenAlex
Low-Resource Fine-Tuning of LLMs for Domain-Specific Tasks,"Vamshikrishna Challa, Abika Osinachi Bright",2025,2025-10-12,Universal Research Reports,article,Include,17,3,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.36676/urr.v12.i4.1621,https://doi.org/10.36676/urr.v12.i4.1621,"Large Language Models (LLMs) such as GPT and LLaMA have demonstrated remarkable capabilities across diverse natural language processing (NLP) applications. However, their enormous computational and memory requirements hinder adoption by smaller research labs and enterprises. Full-scale fine-tuning of such models is often infeasible due to high GPU memory, storage, and energy consumption. Parameter-Efficient Fine-Tuning (PEFT) techniques, including Low-Rank Adaptation (LoRA), adapter-based methods, and prefix-tuning, present an alternative for adapting LLMs to downstream tasks under constrained budgets. Despite progress in PEFT for general NLP benchmarks, limited attention has been given to domain-specific applications such as healthcare and energy, where specialized knowledge is critical. This research investigates low-resource fine-tuning strategies for domain adaptation of LLMs, identifies the challenges of constrained environments, and evaluates practical frameworks that balance efficiency and performance. Experimental results demonstrate that LoRA- and adapter-based methods achieve competitive accuracy while drastically reducing trainable parameters and compute costs, making them highly suitable for resource-limited settings.",OpenAlex
Exploring Continual Fine-Tuning for Enhancing Language Ability in Large Language Model,"Divyanshu Aggarwal, Sankarshan Damle, Navin Goyal, Satya Lokam, Sunayana Sitaram",2024,2024-10-21,arXiv (Cornell University),preprint,Include,17,2,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2410.16006,https://doi.org/10.48550/arxiv.2410.16006,"A common challenge towards the adaptability of Large Language Models (LLMs) is their ability to learn new languages over time without hampering the model's performance on languages in which the model is already proficient (usually English). Continual fine-tuning (CFT) is the process of sequentially fine-tuning an LLM to enable the model to adapt to downstream tasks with varying data distributions and time shifts. This paper focuses on the language adaptability of LLMs through CFT. We study a two-phase CFT process in which an English-only end-to-end fine-tuned LLM from Phase 1 (predominantly Task Ability) is sequentially fine-tuned on a multilingual dataset -- comprising task data in new languages -- in Phase 2 (predominantly Language Ability). We observe that the ``similarity'' of Phase 2 tasks with Phase 1 determines the LLM's adaptability. For similar phase-wise datasets, the LLM after Phase 2 does not show deterioration in task ability. In contrast, when the phase-wise datasets are not similar, the LLM's task ability deteriorates. We test our hypothesis on the open-source \mis\ and \llm\ models with multiple phase-wise dataset pairs. To address the deterioration, we analyze tailored variants of two CFT methods: layer freezing and generative replay. Our findings demonstrate their effectiveness in enhancing the language ability of LLMs while preserving task performance, in comparison to relevant baselines.",OpenAlex
Towards Practical Tool Usage for Continually Learning LLMs,"Jerry Huang, Prasanna Parthasarathi, Mehdi Rezagholizadeh, Sarath Chandar",2024,2024-04-14,arXiv (Cornell University),preprint,Include,17,2,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2404.09339,https://doi.org/10.48550/arxiv.2404.09339,"Large language models (LLMs) show an innate skill for solving language based tasks. But insights have suggested an inability to adjust for information or task-solving skills becoming outdated, as their knowledge, stored directly within their parameters, remains static in time. Tool use helps by offloading work to systems that the LLM can access through an interface, but LLMs that use them still must adapt to nonstationary environments for prolonged use, as new tools can emerge and existing tools can change. Nevertheless, tools require less specialized knowledge, therefore we hypothesize they are better suited for continual learning (CL) as they rely less on parametric memory for solving tasks and instead focus on learning when to apply pre-defined tools. To verify this, we develop a synthetic benchmark and follow this by aggregating existing NLP tasks to form a more realistic testing scenario. While we demonstrate scaling model size is not a solution, regardless of tool usage, continual learning techniques can enable tool LLMs to both adapt faster while forgetting less, highlighting their potential as continual learners.",OpenAlex
When Muon Meets Task Interference: A Spectral Perspective on Continual Learning and Model Merging,"Shangge Liu, Yuehan Yin, Yinghuan Shi, Lei Wang, Wenbin Li",2026,2026-08-27,arXiv (Cornell University),preprint,Exclude after abstract,17,0,Related continual-learning terminology but limited direct relevance to decoder-only LLM fine-tuning.,https://doi.org/10.48550/arxiv.2608.27518,https://doi.org/10.48550/arxiv.2608.27518,"Continual learning (CL) and model merging (MM) both aim to obtain a single model that performs well across multiple tasks, challenged respectively by catastrophic forgetting and weight-disentanglement error. In the literature, these difficulties are merely treated separately and mitigated through a variety of solutions, while the geometry induced by the base optimizer is treated as an implementation detail. In this work, we show that the two difficulties are in fact two instances of the same phenomenon: a parameter update useful for one task shifts the model's outputs on another. We formalize this shared phenomenon as \textit{task interference} and reduce it to a common layer-wise Frobenius inner product $\langle ΔW_\ell, J_\ell(x)\rangle_F$. This quantity, in turn, is utilized to expose the role of the optimizer. We theoretically derive an upper bound that isolates the spectral norm $\|ΔW_\ell\|_2$ as an optimizer-controllable factor of task interference, and a per-mode analysis shows that this bound tracks the dominant part of the empirical interference. Specifically, we then identify the recent Muon optimizer as a mechanism that regulates this factor by construction. Our work reveals that its elegant control on spectral norm tightens the interference bound for both CL and MM, positioning Muon as a principled optimizer-centric approach complementary to existing solutions. Our theoretcal analysis is well validated by experimental results. Replacing the AdamW optimizer with Muon improves accuracy by up to +5.02 points on the eight-task model-merging benchmark across three CLIP backbones. For continual learning, Muon also delivers uniformly positive gains across ten class-incremental protocols, three task-incremental protocols, and the 11-task MTIL benchmark.",OpenAlex
MiCA Learns More Knowledge Than LoRA and Full Fine-Tuning,"Sten Rüdiger, Sebastian Raschka",2026,2026-04-02,arXiv (Cornell University),preprint,Include,17,0,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,http://arxiv.org/abs/2604.01694,,"Minor Component Adaptation (MiCA) is a novel parameter-efficient fine-tuning method for large language models that focuses on adapting underutilized subspaces of model representations. Unlike conventional methods such as Low-Rank Adaptation (LoRA), which target dominant subspaces, MiCA leverages Singular Value Decomposition to identify subspaces related to minor singular vectors associated with the least significant singular values and constrains the update of parameters during fine-tuning to those directions. This strategy leads to up to 5.9x improvement in knowledge acquisition under optimized training hyperparameters and a minimal parameter footprint of 6-60% compared to LoRA. These results suggest that constraining adaptation to minor singular directions provides a more efficient and stable mechanism for integrating new knowledge into pre-trained language models.",OpenAlex
Least but not Last: Fine-tuning Intermediate Principal Components for Better Performance-Forgetting Trade-Offs,"Alessio Quercia, Arya Bangun, Ira Assent, Hanno Scharr",2026,2026-02-03,arXiv (Cornell University),preprint,Include,17,0,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://arxiv.org/abs/2602.03493,,"Low-Rank Adaptation (LoRA) methods have emerged as crucial techniques for adapting large pre-trained models to downstream tasks under computational and memory constraints. However, they face a fundamental challenge in balancing task-specific performance gains against catastrophic forgetting of pre-trained knowledge, where existing methods provide inconsistent recommendations. This paper presents a comprehensive analysis of the performance-forgetting trade-offs inherent in low-rank adaptation using principal components of weight matrices as initialization. Our investigation reveals that fine-tuning intermediate components leads to better balance and robustness to high learning rates than first (PiSSA) and last (MiLoRA) components in existing work. Building on these findings, we provide practical guidelines for initialization of LoRA methods to balance the performance-forgetting trade-off. In a thorough empirical study on a variety of computer vision and NLP tasks we confirm that these guidelines achieve high accuracy and reduced forgetting.",OpenAlex
G-LoRA: Global-Local Decoupled Low-Rank Adaptation,"Jiahao Xiong, Yihong Huang, Yihe Liu, Xianming Hu, Hongbo Zhao, Kai Zhang",2026,2026-01-01,,conference-paper,Include,17,0,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2026.findings-acl.1005,https://doi.org/10.18653/v1/2026.findings-acl.1005,"Low-Rank Adaptation (LoRA) has achieved remarkable progress in improving the finetuning efficiency and downstream performance of large language models (LLMs).Although prior work has recognized that different weight update matrices ∆W exhibit varying importance and therefore should be allocated different ranks, parameters within the same update matrix are still typically constrained to a uniform rank configuration, neglecting finegrained parameter-level heterogeneity.To address this limitation, we propose G-LoRA (Global-Local Decoupled LoRA), which decomposes each update matrix into global and local adapters.The key idea is to reorganize the rows and columns of the update matrix using a first-order Taylor approximation of parameter importance, such that highly influential parameters are clustered into a local sub-block of ∆W.During training, the local adapter then focuses on this high-importance sub-region and is allocated a higher rank, whereas the global adapter captures the residual updates for the entire update matrix with relatively lower rank.By allocating higher representational capacity to more critical parameters, G-LoRA enables more efficient utilization of model resources.Extensive evaluations on benchmarks spanning commonsense reasoning, mathematical reasoning, and code generation demonstrate that G-LoRA achieves up to 2.7% absolute accuracy improvement over LoRA and its variants, validating its effectiveness for LLM fine-tuning.",OpenAlex
LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,"Zhiqiang Hu, Lei Wang, Yihuai Lan, Wanyu Xu, Ee‐Peng Lim, Lidong Bing, Xing Xu, Soujanya Poria",2023,2023-01-01,,conference-paper,Include,16,222,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2023.emnlp-main.319,https://doi.org/10.18653/v1/2023.emnlp-main.319,"The success of large language models (LLMs), like GPT-4 and ChatGPT, has led to the development of numerous cost-effective and accessible alternatives that are created by finetuning open-access LLMs with task-specific data (e.g., ChatDoctor) or instruction data (e.g., Alpaca). Among the various fine-tuning methods, adapter-based parameter-efficient fine-tuning (PEFT) is undoubtedly one of the most attractive topics, as it only requires fine-tuning a few external parameters instead of the entire LLMs while achieving comparable or even better performance. To enable further research on PEFT methods of LLMs, this paper presents LLM-Adapters, an easy-to-use framework that integrates various adapters into LLMs and can execute these adapter-based PEFT methods of LLMs for different tasks. The framework includes state-of-the-art open-access LLMs such as LLaMA, BLOOM, and GPT-J, as well as widely used adapters such as Series adapters, Parallel adapter, Prompt-based learning and Reparametrization-based methods. Moreover, we conduct extensive empirical studies on the impact of adapter types, placement locations, and hyper-parameters to the best design for each adapter-based methods. We evaluate the effectiveness of the adapters on fourteen datasets from two different reasoning tasks, Arithmetic Reasoning and Commonsense Reasoning. The results demonstrate that using adapter-based PEFT in smaller-scale LLMs (7B) with few extra trainable parameters yields comparable, and in some cases superior, performance to powerful LLMs (175B) in zero-shot inference on both reasoning tasks. The code and datasets can be found in https://github. com/AGI-Edgerunners/LLM-Adapters.",OpenAlex
"PIXIU: A Large Language Model, Instruction Data and Evaluation Benchmark for Finance","Qianqian Xie, Weiguang Han, Zhang Xiao, Yanzhao Lai, Min Peng, Alejandro Lopez-Lira, Jimin Huang",2023,2023-06-08,arXiv (Cornell University),preprint,Include,16,43,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2306.05443,https://doi.org/10.48550/arxiv.2306.05443,"Although large language models (LLMs) has shown great performance on natural language processing (NLP) in the financial domain, there are no publicly available financial tailtored LLMs, instruction tuning datasets, and evaluation benchmarks, which is critical for continually pushing forward the open-source development of financial artificial intelligence (AI). This paper introduces PIXIU, a comprehensive framework including the first financial LLM based on fine-tuning LLaMA with instruction data, the first instruction data with 136K data samples to support the fine-tuning, and an evaluation benchmark with 5 tasks and 9 datasets. We first construct the large-scale multi-task instruction data considering a variety of financial tasks, financial document types, and financial data modalities. We then propose a financial LLM called FinMA by fine-tuning LLaMA with the constructed dataset to be able to follow instructions for various financial tasks. To support the evaluation of financial LLMs, we propose a standardized benchmark that covers a set of critical financial tasks, including five financial NLP tasks and one financial prediction task. With this benchmark, we conduct a detailed analysis of FinMA and several existing LLMs, uncovering their strengths and weaknesses in handling critical financial tasks. The model, datasets, benchmark, and experimental results are open-sourced to facilitate future research in financial AI.",OpenAlex
Accurate LoRA-Finetuning Quantization of LLMs via Information Retention,"Haotong Qin, Xudong Ma, Xingyu Zheng, Xiaoyang Li, Yang Zhang, Shouda Liu, Jie Luo, Xianglong Liu",2024,2024-02-08,arXiv (Cornell University),preprint,Include,16,42,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2402.05445,https://doi.org/10.48550/arxiv.2402.05445,"The LoRA-finetuning quantization of LLMs has been extensively studied to obtain accurate yet compact LLMs for deployment on resource-constrained hardware. However, existing methods cause the quantized LLM to severely degrade and even fail to benefit from the finetuning of LoRA. This paper proposes a novel IR-QLoRA for pushing quantized LLMs with LoRA to be highly accurate through information retention. The proposed IR-QLoRA mainly relies on two technologies derived from the perspective of unified information: (1) statistics-based Information Calibration Quantization allows the quantized parameters of LLM to retain original information accurately; (2) finetuning-based Information Elastic Connection makes LoRA utilizes elastic representation transformation with diverse information. Comprehensive experiments show that IR-QLoRA can significantly improve accuracy across LLaMA and LLaMA2 families under 2-4 bit-widths, e.g., 4- bit LLaMA-7B achieves 1.4% improvement on MMLU compared with the state-of-the-art methods. The significant performance gain requires only a tiny 0.31% additional time consumption, revealing the satisfactory efficiency of our IR-QLoRA. We highlight that IR-QLoRA enjoys excellent versatility, compatible with various frameworks (e.g., NormalFloat and Integer quantization) and brings general accuracy gains. The code is available at https://github.com/htqin/ir-qlora.",OpenAlex
Investigating the Catastrophic Forgetting in Multimodal Large Language Models,"Yuexiang Zhai, Shengbang Tong, Li Xiao, Mu Cai, Qing Qu, Yong Jae Lee, Yi Ma",2023,2023-09-19,arXiv (Cornell University),preprint,Include,16,16,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.48550/arxiv.2309.10313,https://doi.org/10.48550/arxiv.2309.10313,"Following the success of GPT4, there has been a surge in interest in multimodal large language model (MLLM) research. This line of research focuses on developing general-purpose LLMs through fine-tuning pre-trained LLMs and vision models. However, catastrophic forgetting, a notorious phenomenon where the fine-tuned model fails to retain similar performance compared to the pre-trained model, still remains an inherent problem in multimodal LLMs (MLLM). In this paper, we introduce EMT: Evaluating MulTimodality for evaluating the catastrophic forgetting in MLLMs, by treating each MLLM as an image classifier. We first apply EMT to evaluate several open-source fine-tuned MLLMs and we discover that almost all evaluated MLLMs fail to retain the same performance levels as their vision encoders on standard image classification tasks. Moreover, we continue fine-tuning LLaVA, an MLLM and utilize EMT to assess performance throughout the fine-tuning. Interestingly, our results suggest that early-stage fine-tuning on an image dataset improves performance across other image datasets, by enhancing the alignment of text and visual features. However, as fine-tuning proceeds, the MLLMs begin to hallucinate, resulting in a significant loss of generalizability, even when the image encoder remains frozen. Our results suggest that MLLMs have yet to demonstrate performance on par with their vision models on standard image classification tasks and the current MLLM fine-tuning procedure still has room for improvement.",OpenAlex
InfuserKI: Enhancing Large Language Models with Knowledge Graphs via Infuser-Guided Knowledge Integration,"Fali Wang, Runxue Bao, Suhang Wang, Wenchao Yu, Yanchi Liu, Wei Cheng, Haifeng Chen",2024,2024-01-01,,conference-paper,Include,16,14,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2024.findings-emnlp.209,https://doi.org/10.18653/v1/2024.findings-emnlp.209,"Large Language Models (LLMs) have achieved exceptional capabilities in open generation across various domains, yet they encounter difficulties with tasks that require intensive knowledge.To address these challenges, methods for integrating knowledge have been developed, which augment LLMs with domain-specific knowledge graphs through external modules.These approaches, however, face data inefficiency issues as they necessitate the processing of both known and unknown knowledge for fine-tuning.Thus, our research focuses on a novel problem: efficiently integrating unknown knowledge into LLMs without unnecessary overlap of known knowledge.A risk of introducing new knowledge is the potential forgetting of existing knowledge.To mitigate this risk, we propose the innovative InfuserKI framework.This framework employs transformer internal states to determine when to enrich LLM outputs with additional information, effectively preventing knowledge forgetting.Performance evaluations using the UMLS-2.5kand MetaQA domain knowledge graphs reveal that InfuserKI not only successfully integrates new knowledge but also outperforms state-of-the-art baselines, reducing knowledge forgetting by 9% and 6%, respectively.",OpenAlex
DARES: Depth Anything in Robotic Endoscopic Surgery with Self-supervised Vector-LoRA of the Foundation Model,"Mona Sheikh Zeinoddin, Chiara Lena, Jiongqi Qu, Luca Carlini, Mattia Magro, Seunghoi Kim, Elena De Momi, Sophia Bano",2025,2025-01-01,Lecture notes in computer science,conference-paper,Include,16,6,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1007/978-3-031-91979-4_1,https://doi.org/10.1007/978-3-031-91979-4_1,"Robotic-assisted surgery (RAS) relies on accurate depth estimation for 3D reconstruction and visualization. While foundation models like Depth Anything Models (DAM) show promise, directly applying them to surgery often yields suboptimal results. Fully fine-tuning on limited surgical data can cause overfitting and catastrophic forgetting, compromising model robustness and generalization. Although Low-Rank Adaptation (LoRA) addresses some adaptation issues, its uniform parameter distribution neglects the inherent feature hierarchy, where earlier layers, learning more general features, require more parameters than later ones. To tackle this issue, we introduce Depth Anything in Robotic Endoscopic Surgery (DARES), a novel approach that employs a new adaptation technique, Vector Low-Rank Adaptation (Vector-LoRA) on the DAM V2 to perform self-supervised monocular depth estimation in RAS scenes. To enhance learning efficiency, we introduce Vector-LoRA by integrating more parameters in earlier layers and gradually decreasing parameters in later layers. We also design a reprojection loss based on the multi-scale SSIM error to enhance depth perception by better tailoring the foundation model to the specific requirements of the surgical environment. The proposed method is validated on the SCARED dataset and demonstrates superior performance over recent state-of-the-art self-supervised monocular depth estimation techniques, achieving an improvement of 13.3% in the absolute relative error metric. The code and pre-trained weights are available at https://github.com/mobarakol/DARES .",OpenAlex
Multi-Stage LLM Fine-Tuning with a Continual Learning Setting,"Changhao Guan, Chao Huang, Hongliang Li, You Li, Ning Cheng, Zihe Liu, Yufeng Chen, Jinan Xu",2025,2025-01-01,,conference-paper,Include,16,6,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2025.findings-naacl.303,https://doi.org/10.18653/v1/2025.findings-naacl.303,"In recent years, large language models (LLMs) have made significant progress in knowledgeintensive applications.However, when adapting them to specific domains, we may encounter a multi-stage continuous learning scenario, especially in cases where domain knowledge evolves rapidly.This issue severely limits traditional fine-tuning approaches for LLMs.To overcome this limitation, we propose a new learning paradigm designed specifically for multi-stage continuous learning.This paradigm includes a preference-based learning bias to identify potential knowledge conflicts, as well as a self-distillation-based data augmentation strategy to expand and enrich the training corpus, thereby improving the integration of knowledge-compatible information.In the experiments, we show that our proposed method achieves a significant improvement in accuracy after 7 stages of fine-tuning compared to previous methods, while also demonstrating excellent performance in preserving general knowledge.We have released our code and dataset at Multi-Stage-Learning.",OpenAlex
Continual Text-to-Video Retrieval with Frame Fusion and Task-Aware Routing,"Zecheng Zhao, Zhi Chen, Zi Huang, Shazia Sadiq, Tong Chen",2025,2025-07-13,,conference-paper,Exclude after abstract,16,5,Related continual-learning terminology but limited direct relevance to decoder-only LLM fine-tuning.,https://doi.org/10.1145/3726302.3729936,https://doi.org/10.1145/3726302.3729936,"Text-to-Video Retrieval (TVR) aims to retrieve relevant videos based on textual queries.However, as video content evolves continuously, adapting TVR systems to new data remains a critical yet underexplored challenge.In this paper, we introduce the first benchmark for Continual Text-to-Video Retrieval (CTVR) to address the limitations of existing approaches.Current Pre-Trained Model (PTM)based TVR methods struggle with maintaining model plasticity when adapting to new tasks, while existing Continual Learning (CL) methods suffer from catastrophic forgetting, leading to semantic misalignment between historical queries and stored video features.To address these two challenges, we propose FrameFu-sionMoE, a novel CTVR framework that comprises two key components: (1) the Frame Fusion Adapter (FFA), which captures temporal video dynamics while preserving model plasticity, and (2) the Task-Aware Mixture-of-Experts (TAME), which ensures consistent semantic alignment between queries across tasks and the stored video features.Thus, FrameFusionMoE enables effective adaptation to new video content while preserving historical textvideo relevance to mitigate catastrophic forgetting.We comprehensively evaluate FrameFusionMoE on two benchmark datasets under various task settings.Results demonstrate that FrameFusionMoE outperforms existing CL and TVR methods, achieving superior retrieval performance with minimal degradation on earlier tasks when handling continuous video streams.Our code is available at: https://github.com/JasonCodeMaker/CTVR.",OpenAlex
Disperse-Then-Merge: Pushing the Limits of Instruction Tuning via Alignment Tax Reduction,"Tingchen Fu, Deng Cai, Lemao Liu, Shuming Shi, Rui Yan",2024,2024-01-01,,conference-paper,Include,16,4,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.18653/v1/2024.findings-acl.175,https://doi.org/10.18653/v1/2024.findings-acl.175,"Supervised fine-tuning (SFT) on instructionfollowing corpus is a crucial approach toward the alignment of large language models (LLMs).However, the performance of LLMs on standard knowledge and reasoning benchmarks tends to suffer from deterioration at the latter stage of the SFT process, echoing the phenomenon of alignment tax.Through our pilot study, we put a hypothesis that the data biases are probably one cause behind the phenomenon.To address the issue, we introduce a simple disperse-then-merge framework.To be concrete, we disperse the instructionfollowing data into portions and train multiple sub-models using different data portions.Then we merge multiple models into a single one via model merging techniques.Despite its simplicity, our framework outperforms various sophisticated methods such as data curation and training regularization on a series of standard knowledge and reasoning benchmarks.",OpenAlex
"Parameter-efficient fine-tuning for low-resource text classification: a comparative study of LoRA, IA3, and ReFT",Steve Nwaiwu,2025,2025-12-02,Frontiers in Big Data,article,Include,16,3,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.3389/fdata.2025.1677331,https://doi.org/10.3389/fdata.2025.1677331,"The successful application of large-scale transformer models in Natural Language Processing (NLP) is often hindered by the substantial computational cost and data requirements of full fine-tuning. This challenge is particularly acute in low-resource settings, where standard fine-tuning can lead to catastrophic overfitting and model collapse. To address this, Parameter-Efficient Fine-Tuning (PEFT) methods have emerged as a promising solution. However, a direct comparative analysis of their trade-offs under unified low-resource conditions is lacking. This study provides a rigorous empirical evaluation of three prominent PEFT methods: Low-Rank Adaptation (LoRA), Infused Adapter by Inhibiting and Amplifying Inner Activations (IA 3 ), and a Representation Fine-Tuning (ReFT) strategy. Using a DistilBERT base model on low-resource versions of the AG News and Amazon Reviews datasets, the present work compares these methods against a full fine-tuning baseline across accuracy, F1 score, trainable parameters, and GPU memory usage. The findings reveal that while all PEFT methods dramatically outperform the baseline, LoRA consistently achieves the highest F1 scores (0.909 on Amazon Reviews). Critically, ReFT delivers nearly identical performance (~98% of LoRA's F1 score) while training only ~3% of the parameters, establishing it as the most efficient method. This research demonstrates that PEFT is not merely an efficiency optimization, but a necessary tool for robust generalization in data-scarce environments, providing practitioners with a clear guide to navigate the performance—efficiency trade-off. By unifying these evaluations under controlled conditions, this study advances beyond fragmented prior research and offers a systematic framework for selecting PEFT strategies.",OpenAlex
A Two-Stage LoRA Strategy for Expanding Language Capabilities in Multilingual ASR Models,"Chin Yuen Kwok, Hexin Liu, Jia Qi Yip, Sheng Li, Eng Siong Chng",2025,2025-01-01,IEEE Transactions on Audio Speech and Language Processing,article,Include,16,3,Directly addresses LLM fine-tuning/continual-learning retention or a transferable mechanism.,https://doi.org/10.1109/taslpro.2025.3578752,https://doi.org/10.1109/taslpro.2025.3578752,"Adapting multilingual automatic speech recognition (MASR) models to support new languages is crucial for enhancing global communication accessibility. However, extending these models often leads to catastrophic forgetting, impairing their ability to accurately process previously learned languages. To address this, we present a mixture-of-experts (MoE) strategy that employs Low-Rank Adaptation (LoRA) experts, each dedicated to a specific language. Unlike previous approaches that rely on a small neural network for gating, we utilize the language identification (LID) outputs of the MASR model itself to more precisely activate the appropriate LoRA experts. Our method involves training two sets of LoRAs for LID and ASR, respectively: the LID LoRAs adapt the MASR model for LID across both existing and new languages, and the ASR LoRAs consist of multiple language-specific LoRA experts for ASR. During inference, we first employ the LID LoRAs to identify the language, followed by the activation of the corresponding ASR LoRAs based on this identification. Unfortunately, this approach means LID errors also cause incorrect ASR LoRAs activation. We perform language-wise beam search to allow self-correction for such mistakes. When applied to the Whisper model and integrated with ten new languages from the Common Voice dataset, our approach achieves up to 13.8% and 10.4% relative improvements in word error rate (WER) for new and previously learned languages, respectively. This method effectively reduces catastrophic forgetting with less than 3% additional computation overhead compared to the standard LoRA implementation.",OpenAlex
